"","File","syllable","type","min.freq","max.freq","freq.range","duration","location","species","cluster8","1","2","cutree(cluster, 8)"
"255","200613_042_4",9,"I",1522,3244,1722,0.167063834,"B","black",7,-713.336700479726,-859.254945665178,3
"256","200613_042_5",1,"A",2601,2799,198,0.023157363,"B","black",1,772.081544342981,356.629365481367,1
"257","200613_042_5",2,"L",1522,3004,1482,0.102554037,"B","black",3,-670.841966329884,-522.51439308288,3
"258","200613_042_5",3,"D",1603,2196,593,0.064509797,"B","black",6,-422.181650570846,655.583246140178,2
"259","200613_042_5",4,"I",1523,3166,1643,0.162101542,"B","black",7,-698.222273971051,-749.266063803011,3
"260","200613_042_5",5,"L",1561,3005,1444,0.110824523,"B","black",3,-620.177127127992,-502.537556198431,3
"261","200613_042_5",6,"I",1522,3290,1768,0.160447444,"B","black",7,-721.481523844133,-923.79688386651,3
"262","200613_001_2",1,"D",2003,2765,762,0.067817992,"C","grey",5,-1.4741837619946,76.5087887500464,5
"263","200613_001_2",2,"G",3006,3251,245,0.105862231,"C","grey",4,1220.02338249372,-55.5430628553022,4
"264","200613_001_2",3,"C",1526,2963,1437,0.170372028,"C","grey",3,-658.367898137926,-462.795073740161,3
"265","200613_001_2",4,"D",1763,3118,1355,0.074434381,"C","grey",3,-376.850088266324,-550.349192497876,3
"266","200613_001_2",5,"G",3002,3206,204,0.100899939,"C","grey",4,1222.77659095435,5.40297775037416,4
"267","200613_001_2",6,"C",1643,2688,1045,0.173680223,"C","grey",2,-457.150315384766,-12.8067592718478,2
"268","200613_001_2",7,"D",1723,2765,1042,0.076088479,"C","grey",2,-366.492959616497,-76.9880944955773,2
"269","200613_001_3",1,"D",1843,2564,721,0.071126187,"C","grey",2,-174.467003430124,270.81649393336,2
"270","200613_001_3",2,"E",1677,2603,926,0.11909501,"C","grey",2,-397.776387440768,125.094428708782,2
"271","200613_001_3",3,"A",1763,2605,842,0.043006531,"C","grey",2,-286.017597840607,169.433732793262,2
"272","200613_001_3",4,"G",1845,3487,1642,0.097591744,"C","grey",7,-335.287383595013,-1023.13512938143,7
"273","200613_001_3",5,"E",1521,2447,926,0.114132718,"C","grey",2,-573.522415094772,258.456094013989,2
"274","200613_001_3",6,"A",1683,2485,802,0.046314726,"C","grey",2,-369.06131077239,293.947754903099,2
"275","200613_001_3",7,"G",2765,3326,561,0.102554037,"C","grey",4,892.566904237332,-292.891444077705,4
"276","200613_001_3",8,"E",1522,2324,802,0.117440913,"C","grey",2,-550.440226663683,431.583828365561,2
"277","200613_001_3",9,"A",1683,2366,683,0.041352434,"C","grey",2,-347.991006059303,460.914944072654,2
"278","200613_001_3",10,"G",2565,3283,718,0.092629452,"C","grey",4,639.452847220257,-342.199392394776,5
"279","200613_001_11",1,"A",2725,2930,205,0.038044239,"C","grey",4,910.537674714787,240.802339264616,1
"280","200613_001_11",2,"G",3087,3406,319,0.095937647,"C","grey",8,1298.17358575436,-228.616878182859,4
"281","200613_001_11",3,"A",1402,2041,639,0.02481146,"C","grey",6,-656.768470147332,762.872685857165,6
"282","200613_001_11",4,"X",1482,2929,1447,0.120749108,"C","grey",3,-709.707902649509,-439.211098622711,3
"283","200613_001_11",5,"D",1803,2885,1082,0.071126187,"C","grey",5,-283.449246625369,-201.502116514468,3
"284","200613_001_11",6,"G",3006,3246,240,0.100899939,"C","grey",4,1220.90868958499,-48.5276344775606,4
"285","200613_001_11",7,"A",1401,2002,601,0.02481146,"C","grey",6,-651.166714708213,817.044821922593,6
"286","200613_001_11",8,"X",1562,2884,1322,0.107516329,"C","grey",3,-597.449061224821,-332.215992725036,3
"287","200613_001_11",9,"D",1844,3005,1161,0.0628557,"C","grey",5,-251.247434396815,-347.396061311626,3
"288","200613_002_1",1,"A",1722,2489,767,0.039698337,"C","grey",2,-318.927655184339,309.71533574312,2
"289","200613_002_1",2,"D",1883,2525,642,0.076915527,"C","grey",2,-115.41607034918,347.464958946285,2
"290","200613_002_1",3,"E",1482,2365,883,0.114132718,"C","grey",2,-609.845282598939,352.129191974255,2
"291","200613_002_1",4,"A",1641,2484,843,0.039698337,"C","grey",2,-423.637065486031,272.32630846923,2
"292","200613_002_1",5,"G",2605,3166,561,0.089321258,"C","grey",4,712.314568474101,-156.110248445143,4
"293","200613_002_1",6,"E",1484,2326,842,0.111651572,"C","grey",2,-600.332611618399,407.945937634576,2
"294","200613_002_1",7,"A",1603,2443,840,0.042179483,"C","grey",2,-465.915811283627,309.021098985689,2
"295","200613_002_1",8,"G",2565,3126,561,0.099245842,"C","grey",4,667.251484058536,-121.914950264572,1
"296","200613_002_1",9,"E",1562,2284,722,0.109170426,"C","grey",2,-491.212231695663,509.635379772511,2
"297","200613_005_2",1,"A",1603,2442,839,0.039698337,"C","grey",2,-465.738749811962,310.424184743089,2
"298","200613_005_2",2,"D",1843,2605,762,0.091802404,"C","grey",2,-181.726520860479,213.289982336319,2
"299","200613_005_2",3,"E",1644,2445,801,0.133981886,"C","grey",2,-412.820759493017,328.691251962024,2
"300","200613_005_2",4,"A",1842,2451,609,0.049622921,"C","grey",6,-155.76270490361,428.816967133668,2
"301","200613_005_2",5,"G",2725,3406,681,0.104208134,"C","grey",4,826.25645420079,-427.066419960101,4
"302","200613_005_2",6,"E",1522,2498,976,0.124057302,"C","grey",2,-581.248907481728,187.446929951114,2
"303","200613_005_2",7,"A",1482,2439,957,0.057066359,"C","grey",2,-622.947822867465,248.300859159318,2
"304","200613_005_2",8,"G",2760,3366,606,0.10668928,"C","grey",4,878.966256362396,-351.755884908426,4
"305","200613_005_2",9,"A",1483,2595,1112,0.049622921,"C","grey",2,-649.26575980929,29.9677058483922,3
"306","200613_005_2",10,"E",1482,2484,1002,0.166236785,"C","grey",2,-630.915589003347,185.162000212734,2
"307","200613_005_2",11,"B",1923,3207,1284,0.121576156,"C","grey",5,-184.026395551686,-587.511310905196,3
"308","200613_005_3",1,"A",2003,2489,486,0.044660629,"C","grey",6,47.3947586795412,463.760421413999,2
"309","200613_005_3",2,"D",1801,2525,724,0.099245842,"C","grey",2,-222.314426849397,302.512299186893,2
"310","200613_005_3",3,"E",1603,2364,761,0.126538448,"C","grey",2,-451.92796508105,419.864858404918,2
"311","200613_005_3",4,"A",1957,2488,531,0.054585213,"C","grey",6,-12.3955505640857,439.94616145937,2
"312","200613_005_3",5,"G",2685,3286,601,0.111651572,"C","grey",4,795.358280486042,-280.624271964645,4
"313","200613_005_3",6,"E",1604,2601,997,0.13150074,"C","grey",2,-492.587874462407,87.8817691124508,2
"314","200613_005_3",7,"A",1600,2565,965,0.052104067,"C","grey",2,-491.428215775095,136.200043221878,2
"315","200613_005_3",8,"G",2805,3326,521,0.101726988,"C","grey",4,944.712443632402,-270.963317919247,4
"316","200613_005_3",9,"A",1562,2604,1042,0.057066359,"C","grey",2,-547.871872273508,60.6479839234522,2
"317","200613_005_3",10,"E",1322,2566,1244,0.156312201,"C","grey",3,-854.016779485962,-17.6035246139553,3
"318","200613_005_3",11,"B",2084,3167,1083,0.116613864,"C","grey",5,32.9418558779715,-443.127178188361,3
"319","200613_005_6",1,"A",1883,2519,636,0.034736045,"C","grey",2,-114.353700540007,355.883474991297,2
"320","200613_005_6",2,"A",1562,2484,922,0.044660629,"C","grey",2,-526.624505910723,229.018259123247,2
"321","200613_005_6",3,"D",1803,2640,837,0.084358966,"C","grey",2,-240.069208351488,142.253859898264,2
"322","200613_005_6",4,"E",1521,2526,1005,0.124057302,"C","grey",2,-587.510264679993,147.612329410827,2
"323","200613_005_6",5,"A",1522,2567,1045,0.044660629,"C","grey",2,-593.466140035863,90.634026468854,2
"324","200613_005_6",6,"G",2765,3406,641,0.09428355,"C","grey",4,878.401993922255,-405.13829330144,4
"325","200613_005_6",7,"E",1402,2283,881,0.116613864,"C","grey",2,-699.617328041655,423.325960532294,2
"326","200613_005_6",8,"A",1763,2485,722,0.039698337,"C","grey",2,-264.770231804217,337.804007492853,2
"327","200613_005_6",9,"G",2688,3286,598,0.09428355,"C","grey",4,799.269196561566,-278.979661551236,4
"328","200613_005_6",10,"A",1642,2483,841,0.042179483,"C","grey",2,-422.156365708264,274.277597106616,2
"329","200613_005_6",11,"E",1322,2488,1166,0.153831055,"C","grey",2,-840.205991550441,91.8371539589681,3
"330","200613_005_6",12,"B",1763,3169,1406,0.104208134,"C","grey",7,-385.88021984955,-621.906560804929,3
"331","200613_006_1",1,"D",2084,2845,761,0.0628557,"C","grey",5,89.955623019168,8.66639472321334,5
"332","200613_006_1",2,"Y",1682,2886,1204,0.120749108,"C","grey",3,-441.366566368682,-269.237786355613,3
"333","200613_006_1",3,"C",1523,2483,960,0.170372028,"C","grey",2,-577.289349919529,209.041414872158,2
"334","200613_006_1",4,"D",1963,3247,1284,0.066163895,"C","grey",5,-138.963309504144,-621.706606584748,3
"335","200613_006_1",5,"Y",1925,3008,1083,0.107516329,"C","grey",5,-146.183902932133,-307.200865251321,3
"336","200613_006_1",6,"C",1450,2564,1114,0.170372028,"C","grey",2,-686.796931255827,55.3726494165151,3
"337","200613_006_1",7,"D",2401,3243,842,0.067817992,"C","grey",5,432.738592018199,-375.981283254587,5
"338","200613_006_1",8,"Y",1682,2969,1287,0.107516329,"C","grey",3,-456.062660653667,-385.693892169451,3
"339","200613_006_2",1,"D",2084,3006,922,0.061201602,"C","grey",5,61.4487404722644,-217.230390163753,5
"340","200613_006_2",2,"Y",1841,2967,1126,0.117440913,"C","grey",5,-248.430019266987,-295.723420174052,3
"341","200613_006_2",3,"C",1560,2605,1045,0.167063834,"C","grey",2,-550.656214570844,58.1484859489014,2
"342","200613_006_2",4,"D",2364,3322,958,0.076088479,"C","grey",5,370.51611857933,-507.108564421314,5
"343","200613_006_2",5,"Y",1601,3005,1404,0.110824523,"C","grey",3,-568.031587762595,-480.609430085447,3
"344","200613_006_2",6,"C",1592,2639,1047,0.170372028,"C","grey",2,-514.95987020723,27.9860755440492,2
"345","200613_006_2",7,"D",2204,3123,919,0.064509797,"C","grey",5,197.169176680008,-315.607029661447,5
"346","200613_006_2",8,"Y",1682,3086,1404,0.110824523,"C","grey",3,-476.778842542115,-549.854910006099,3
"347","200613_007_1",1,"A",2685,3259,574,0.039698337,"C","grey",4,800.138940399017,-242.740956242004,4
"348","200613_007_1",2,"J",1402,2204,802,0.107516329,"C","grey",2,-685.629478486106,534.169725089983,2
"349","200613_007_1",3,"Z",1522,3647,2125,0.188567099,"C","grey",7,-784.692438458149,-1424.69845210275,7
"350","200613_007_2",1,"A",2685,3246,561,0.028119655,"C","grey",4,802.440738788847,-224.50084253263,4
"351","200613_007_2",2,"J",1521,2205,684,0.107516329,"C","grey",6,-530.673560256697,598.002814655131,2
"352","200613_007_2",3,"Z",1643,3449,1806,0.211724463,"C","grey",7,-591.894028944443,-1080.55491893001,7
"353","200613_008_2",1,"H",1763,2082,319,0.066163895,"C","grey",6,-193.414495546787,903.247511292984,6
"354","200613_008_2",2,"K",2725,3410,685,0.069472089,"C","grey",4,825.548209916437,-432.678760534155,4
"355","200613_008_2",3,"H",1844,2246,402,0.0628557,"C","grey",6,-116.85784496736,717.545925012817,6
"356","200613_008_2",4,"K",2563,3285,722,0.071126187,"C","grey",4,636.491448258172,-346.101968760086,5
"357","200613_008_3",1,"H",1564,1923,359,0.057893408,"C","grey",6,-424.68579375196,1017.24569807157,6
"358","200613_008_3",2,"K",2649,3168,519,0.071126187,"C","grey",4,769.320539663534,-134.795479962413,4
"359","200613_008_3",3,"H",1566,1843,277,0.054585213,"C","grey",6,-407.913606053202,1130.58895423757,6
"360","200613_012_2",1,"E",1440,2086,646,0.08766716,"C","grey",6,-615.197972224438,720.565549264409,2
"361","200613_012_2",2,"Z",1442,3129,1687,0.183604807,"C","grey",7,-797.265720799503,-741.756352387815,3
"362","200613_012_2",3,"A",1723,2768,1045,0.039698337,"C","grey",2,-367.024142458858,-81.197349357704,2
"363","200613_012_2",4,"E",1402,2247,845,0.086013063,"C","grey",2,-693.243117168469,473.837044570108,2
"364","200613_012_2",5,"Z",1562,3248,1686,0.170372028,"C","grey",7,-661.899406763608,-842.939162218009,3
"365","200613_012_2",6,"A",1763,2965,1202,0.044660629,"C","grey",3,-349.759695653053,-335.67709085078,3
"366","200613_012_2",7,"D",1401,2366,965,0.046314726,"C","grey",2,-715.617058763385,306.321654703274,2
"367","200613_012_2",8,"B",2285,3124,839,0.086013063,"C","grey",5,302.586831740809,-272.605661085933,5
"368","200613_012_2",9,"C",1323,3845,2522,0.133981886,"C","grey",7,-1079.17464860683,-1811.60182946783,7
"369","200613_012_4",1,"A",1644,2595,951,0.029773753,"C","grey",2,-439.379963151431,118.22841454451,2
"370","200613_012_4",2,"E",1482,2164,682,0.089321258,"C","grey",6,-574.255943796621,634.149403155593,2
"371","200613_012_4",3,"Z",1522,3407,1885,0.18195071,"C","grey",7,-742.197706385369,-1087.95790270357,3
"372","200613_012_4",4,"A",1843,2765,922,0.039698337,"C","grey",5,-210.056340214724,-11.2037141558075,5
"373","200613_012_4",5,"E",1478,2283,805,0.086013063,"C","grey",2,-600.540802149524,464.989401829469,2
"374","200613_012_4",6,"Z",1603,3445,1842,0.165409736,"C","grey",7,-643.3313211176,-1096.87070001258,7
"375","200613_012_4",7,"A",1721,2726,1005,0.038044239,"C","grey",2,-362.194841296588,-23.3641594912127,2
"376","200613_012_4",8,"D",1442,2244,802,0.043006531,"C","grey",2,-640.566392112169,499.974429910636,2
"377","200613_012_4",9,"B",2324,3088,764,0.081050771,"C","grey",5,359.802942575416,-200.714655497626,5
"378","200613_012_4",10,"C",1242,2763,1521,0.112478621,"C","grey",3,-993.188949025682,-337.867641763073,3
"379","200613_015_1",1,"B",2126,2925,799,0.097591744,"C","grey",5,130.543527494797,-80.5559244464879,5
"380","200613_015_1",2,"D",1522,2043,521,0.084358966,"C","grey",6,-500.685976952842,825.850889680095,6
"381","200613_015_1",3,"A",1763,2605,842,0.041352434,"C","grey",2,-286.017597781262,169.433732884208,2
"382","200613_015_1",4,"C",1482,2888,1406,0.133981886,"C","grey",3,-702.448386435719,-381.684588890067,3
"383","200613_015_1",5,"G",2685,3487,802,0.104208134,"C","grey",4,759.768942840945,-562.644481372532,4
"384","200613_015_1",6,"D",1484,2081,597,0.072780284,"C","grey",6,-556.952571475162,751.701916912112,6
"385","200613_015_1",7,"A",2164,2606,442,0.047968824,"C","grey",1,236.564372736817,387.860111182114,1
"386","200613_015_1",8,"C",1483,3006,1523,0.129019594,"C","grey",3,-722.037990925955,-546.700488740141,3
"387","200613_015_4",1,"B",2449,3286,837,0.097591744,"C","grey",4,487.699598734629,-410.000215258212,5
"388","200613_015_4",2,"E",1801,2963,1162,0.148868763,"C","grey",3,-299.867314229342,-312.039205531091,3
"389","200613_015_4",3,"A",2364,2605,241,0.044660629,"C","grey",1,497.469131065139,498.903827549911,1
"390","200613_015_4",4,"B",2126,2925,799,0.099245842,"C","grey",5,130.543527435453,-80.5559245374341,5
"391","200613_015_4",5,"D",1442,1963,521,0.086013063,"C","grey",6,-590.81214513118,894.241487041645,6
"392","200613_015_4",6,"A",2404,2631,227,0.051277018,"C","grey",1,545.011074244322,484.351727153609,1
"393","200613_015_4",7,"C",1558,3007,1449,0.115786815,"C","grey",3,-624.442165523727,-506.988337171706,3
"394","200613_016_2",1,"A",2009,2643,634,0.029773753,"C","grey",2,27.9491371907367,250.974455518416,5
"395","200613_016_2",2,"B",2605,3324,719,0.086013063,"C","grey",4,684.338870134485,-377.79777637822,4
"396","200613_016_2",3,"E",1803,2685,882,0.143906471,"C","grey",2,-248.036972707032,79.1150036800644,5
"397","200613_016_2",4,"A",1723,2567,844,0.051277018,"C","grey",2,-331.434804962122,200.822859822818,2
"398","200613_016_2",5,"B",2324,3165,841,0.089321258,"C","grey",5,346.169215814835,-308.75224876788,5
"399","200613_016_2",6,"H",1681,2003,322,0.082704868,"C","grey",6,-286.325002610144,969.138615909388,6
"400","200613_016_2",7,"A",2164,2605,441,0.043006531,"C","grey",1,236.741434297499,389.263197075933,1
"401","200613_016_2",8,"C",1642,2966,1324,0.114132718,"C","grey",3,-507.6770161085,-403.412761783278,3
"402","200613_016_5",1,"A",2043,2767,724,0.029773753,"C","grey",5,50.3172342030337,95.6307457128314,5
"403","200613_016_5",2,"B",2568,3286,718,0.089321258,"C","grey",4,642.832578643408,-344.764039617352,5
"404","200613_016_5",3,"E",1843,2719,876,0.142252373,"C","grey",2,-201.911520292306,53.3382187706475,5
"405","200613_016_5",4,"A",2283,2720,437,0.047968824,"C","grey",1,371.512354727057,293.14452557643,1
"406","200613_016_5",5,"B",2244,3125,881,0.09428355,"C","grey",5,248.960592211907,-296.485076427455,5
"407","200613_016_5",6,"H",1562,1961,399,0.08766716,"C","grey",6,-434.021404329039,962.832036531615,6
"408","200613_016_5",7,"A",2084,2447,363,0.036390142,"C","grey",1,160.426054262388,567.094473328718,1
"409","200613_016_5",8,"C",1484,2965,1481,0.135635984,"C","grey",3,-713.474835990651,-488.625775490888,3
"410","200613_016_14",1,"A",2299,2528,229,0.029773753,"C","grey",1,426.366356594328,571.308216250349,1
"411","200613_016_14",2,"B",2526,3286,760,0.095937647,"C","grey",4,588.079762072363,-367.788572399771,5
"412","200613_016_14",3,"E",1885,2563,678,0.15052286,"C","grey",2,-119.537128562352,295.244107607558,2
"413","200613_016_14",4,"A",2085,2524,439,0.049622921,"C","grey",1,148.095965807908,459.60508293845,1
"414","200613_016_14",5,"B",2324,3087,763,0.100899939,"C","grey",5,359.980003245928,-199.311570967999,5
"415","200613_016_14",6,"H",1601,2043,442,0.079396673,"C","grey",6,-397.698536528149,869.158939026078,6
"416","200613_016_14",7,"A",2202,2482,280,0.038044239,"C","grey",1,308.058246938302,582.674448536749,1
"417","200613_016_14",8,"C",1645,2926,1281,0.132327789,"C","grey",3,-496.683646002987,-345.644728485979,3
"418","200704_022_4",1,"A",2446,2685,239,0.032254899,"D","white",1,590.202576597487,431.60963708516,1
"419","200704_022_4",2,"B",3086,4008,922,0.091802404,"D","white",8,1190.27899506478,-1073.82262493877,8
"420","200704_022_4",3,"E",1402,2965,1563,0.186085953,"D","white",3,-820.373193499727,-533.578436796365,3
"421","200704_022_4",4,"A",2325,2531,206,0.032254899,"D","white",1,459.729772944877,581.352241224428,1
"422","200704_022_4",5,"B",3127,3888,761,0.099245842,"D","white",8,1264.97553856497,-882.976021564521,8
"423","200704_022_4",6,"E",1522,2889,1367,0.196010538,"D","white",3,-650.479910678393,-361.159551808545,3
"424","200704_022_4",7,"b",3285,3477,192,0.081877819,"D","white",8,1543.72264794953,-219.69173224018,4
"425","200704_022_4",8,"a",1404,2683,1279,0.205935122,"D","white",3,-767.834607336996,-136.811886465478,3
"426","200704_022_6",1,"A",2485,2644,159,0.032254899,"D","white",1,648.303994167297,510.516070505534,1
"427","200704_022_6",2,"A",2476,2531,55,0.027292606,"D","white",1,656.579184227284,664.130917573783,1
"428","200704_022_6",3,"B",3042,3887,845,0.096764696,"D","white",8,1154.34332888516,-928.170203797213,8
"429","200704_022_6",4,"E",1324,2766,1442,0.171199077,"D","white",3,-886.821779581296,-297.124243322986,3
"430","200704_022_6",5,"A",2649,2805,156,0.02481146,"D","white",1,833.593823226226,374.524603000117,1
"431","200704_022_6",6,"B",3246,3727,481,0.109170426,"D","white",8,1448.6154004272,-591.843061946157,4
"432","200704_022_6",7,"E",1561,2806,1245,0.183604807,"D","white",3,-584.941914592303,-223.32352162488,3
"433","200704_023_1",1,"A",2485,2724,239,0.034736045,"D","white",1,634.13908346648,398.269220690649,1
"434","200704_023_1",2,"B",3163,3488,325,0.081050771,"D","white",8,1382.73107770562,-302.006458670099,4
"435","200704_023_1",3,"E",1601,2805,1204,0.173680223,"D","white",3,-532.619313488191,-199.992309345238,3
"436","200704_023_2",1,"B",2969,3968,999,0.102554037,"D","white",8,1044.83574734116,-1081.83896957117,8
"437","200704_023_2",2,"E",1442,2763,1321,0.172026126,"D","white",3,-732.461254335104,-228.227014472211,3
"438","200704_024_6",1,"A",2445,2606,161,0.044660629,"D","white",1,602.886786897421,541.905197307725,1
"439","200704_024_6",2,"B",3087,3738,651,0.105862231,"D","white",8,1239.38920635932,-694.441304894168,8
"440","200704_024_6",3,"E",1521,2804,1283,0.203453976,"D","white",3,-636.73333190454,-242.445477587257,3
"441","200704_024_6",4,"B",2526,3289,763,0.097591744,"D","white",4,587.548577865076,-371.997829353659,5
"442","200704_024_6",5,"a",1361,2645,1284,0.228265436,"D","white",3,-817.162730415345,-107.067369667439,3
"443","200704_024_6",6,"A",2530,2646,116,0.02481146,"D","white",1,706.613603455124,532.379041549938,1
"444","200704_024_6",7,"B",3006,3767,761,0.122403205,"D","white",8,1128.65970845416,-779.535244190868,8
"445","200704_024_13",1,"A",2364,2565,201,0.027292606,"D","white",1,504.551586994157,555.027253344079,1
"446","200704_024_13",2,"@",2245,2523,278,0.091802404,"D","white",1,356.855183138856,548.720670692243,1
"447","200704_024_13",3,"A",2404,2641,237,0.037217191,"D","white",1,543.240460922277,470.320871716844,1
"448","200704_024_13",4,"A",2480,2645,165,0.029773753,"D","white",1,641.608740452992,506.371969256849,1
"449","200704_024_13",5,"B",3047,2928,-119,0.109170426,"D","white",4,1330.66338681971,420.129921805419,4
"450","200704_024_13",6,"E",1562,2804,1242,0.178642515,"D","white",3,-583.28415316484,-219.969146957256,3
"451","200704_024_13",7,"b",2525,3249,724,0.064509797,"D","white",4,593.327395873734,-316.422605848327,5
"452","200704_024_13",8,"a",1441,2526,1085,0.205935122,"D","white",2,-691.801346348345,103.756072683022,3
"453","200704_028_2",1,"A",2404,2566,162,0.02481146,"D","white",1,556.520065065924,575.552293972502,1
"454","200704_028_2",2,"A",2325,2563,238,0.023157363,"D","white",1,454.063809026552,536.453501853245,1
"455","200704_028_2",3,"B",3128,4206,1078,0.095937647,"D","white",8,1209.97365748589,-1328.6090457017,8
"456","200704_028_2",4,"E",1523,2765,1242,0.162101542,"D","white",3,-627.220659529402,-186.628729789702,3
"457","200704_028_3",1,"A",2484,2592,108,0.021503266,"D","white",1,656.207547966572,582.928320234862,1
"458","200704_028_3",2,"B",3245,4127,882,0.082704868,"D","white",8,1376.48720983358,-1153.62551203617,8
"459","200704_028_3",3,"E",1402,2845,1443,0.163755639,"D","white",3,-799.125826780874,-365.208161050892,3
"460","200704_030_13",1,"A",2443,2645,202,0.023157363,"D","white",1,593.374116777378,486.088452966123,1
"461","200704_030_13",2,"A",2404,2681,277,0.023157363,"D","white",1,536.158006120806,414.197447650653,1
"462","200704_030_13",3,"B",3127,3846,719,0.095937647,"D","white",8,1272.41211675485,-824.046425301434,8
"463","200704_030_13",4,"E",1445,2722,1277,0.172026126,"D","white",3,-721.290822194152,-169.055894553524,3
"464","200704_030_13",5,"b",2719,3366,647,0.105862231,"D","white",4,825.517078542536,-374.232214128762,4
"465","200704_030_13",6,"a",1322,2525,1203,0.203453976,"D","white",2,-846.757264488738,39.9229832542922,3
"466","200704_030_14",1,"A",2484,2726,242,0.014886876,"D","white",1,632.481322929185,394.914847387217,1
"467","200704_030_14",2,"A",2477,2645,168,0.018195071,"D","white",1,637.697825415999,504.727360434999,1
"468","200704_030_14",3,"B",3084,3768,684,0.112478621,"D","white",8,1230.16644919011,-738.178483345851,8
"469","200704_030_14",4,"E",1522,2729,1207,0.172026126,"D","white",3,-622.150088594294,-136.665851132894,3
"470","200704_030_14",5,"b",2605,3166,561,0.092629452,"D","white",4,712.314568355412,-156.110248627035,4
"471","200704_030_14",6,"a",1403,2567,1164,0.210070365,"D","white",2,-748.599125582382,25.3978421881071,3
"472","200704_033_1",1,"A",2485,2724,239,0.029773753,"D","white",1,634.139083644513,398.269220963488,1
"473","200704_033_1",2,"A",2484,2812,328,0.029773753,"D","white",1,617.254043487398,274.249483164351,1
"474","200704_033_1",3,"B",3127,3846,719,0.081877819,"D","white",8,1272.41211725928,-824.046424528392,8
"475","200704_033_1",4,"E",1603,2965,1362,0.171199077,"D","white",3,-558.341857654504,-423.3896022601,3
"476","200704_033_1",5,"b",2725,3406,681,0.064509797,"D","white",4,826.256455625061,-427.066417777393,4
"477","200704_033_1",6,"a",1443,2642,1199,0.208416268,"D","white",3,-709.733189856203,-57.9054531815234,3
"478","200704_033_2",1,"A",2565,2765,200,0.02481146,"D","white",1,731.170645864794,384.598963002082,1
"479","200704_033_2",2,"B",3046,3849,803,0.086840112,"D","white",8,1166.28621571837,-872.660137042966,8
"480","200704_033_2",3,"E",1603,2962,1359,0.168717931,"D","white",3,-557.810673417545,-419.180345260739,3
"481","200704_033_2",4,"b",2645,3326,681,0.066990943,"D","white",4,736.13028741705,-358.675820461316,4
"482","200704_033_2",5,"a",1402,2845,1443,0.205935122,"D","white",3,-799.125828294161,-365.20816337002,3
"483","200704_033_2",6,"A",2364,2765,401,0.027292606,"D","white",1,469.139310464657,274.410129147915,1
"484","200704_033_2",7,"B",3168,3926,758,0.074434381,"D","white",8,1311.69638476406,-913.81694453179,8
"485","200704_033_2",8,"E",1522,2844,1322,0.161274493,"D","white",3,-642.512147213018,-298.020696954538,3
"486","200704_034_8",1,"A",2484,2645,161,0.021503266,"D","white",1,646.823294686254,508.564782322878,1
"487","200704_034_8",2,"A",2327,2640,313,0.029773753,"D","white",1,443.037359293586,429.512314979587,1
"488","200704_034_8",3,"B",3088,3807,719,0.095937647,"D","white",8,1228.47560979684,-790.706009043342,8
"489","200704_034_8",4,"E",1482,2845,1363,0.172026126,"D","white",3,-694.834748346803,-321.351909279654,3
"490","200704_034_8",5,"b",2681,3365,684,0.059547505,"D","white",4,776.155879189706,-393.660845768624,4
"491","200704_034_8",6,"a",1522,2527,1005,0.208416268,"D","white",2,-586.383690605081,146.757442304415,2
"492","200704_034_9",1,"A",2644,2766,122,0.016540974,"D","white",1,833.981025025528,426.503926908977,1
"493","200704_034_9",2,"A",2519,2730,211,0.026465558,"D","white",1,677.400423927906,408.489614615532,1
"494","200704_034_9",3,"B",3166,3805,639,0.09428355,"D","white",8,1330.513534384,-745.139991790114,8
"495","200704_034_9",4,"E",1481,2806,1325,0.165409736,"D","white",3,-689.232992670306,-267.179772850442,3
"496","200704_034_9",5,"b",2802,3286,484,0.066163895,"D","white",4,947.883984761806,-216.484500583145,4
"497","200704_034_9",6,"a",1483,2565,1082,0.186913002,"D","white",2,-643.953923255469,72.0602669292845,3
"498","200704_039_1",1,"A",2484,2726,242,0.029773753,"D","white",1,632.481322395084,394.914846568701,1
"499","200704_039_1",2,"B",3085,3849,764,0.09428355,"D","white",8,1217.12811633259,-851.280214492066,8
"500","200704_039_1",3,"E",1364,2765,1401,0.168717931,"D","white",3,-834.499178744234,-273.793031452601,3
"501","200704_039_2",1,"A",2524,2728,204,0.03142785,"D","white",1,684.272738935841,414.036801348778,1
"502","200704_039_2",2,"A",2484,2645,161,0.033081947,"D","white",1,646.823294270842,508.564781686256,1
"503","200704_039_2",3,"B",3049,3770,721,0.089321258,"D","white",8,1184.18498031091,-760.171763663428,8
"504","200704_039_2",4,"E",1441,2803,1362,0.165409736,"D","white",3,-740.847347887761,-284.898642100484,3
"505","200704_040_1",1,"A",2362,2686,324,0.028119655,"D","white",1,480.519882695868,384.157486854277,1
"506","200704_040_1",2,"A",2404,2685,281,0.028119655,"D","white",1,535.449760412182,408.585104893892,1
"507","200704_040_1",3,"B",3084,4529,1445,0.142252373,"D","white",8,1095.42273592716,-1805.92664254929,8
"508","200704_040_1",4,"E",1526,3042,1516,0.176988418,"D","white",3,-672.355747604458,-573.638838161431,3
"509","200704_040_2",1,"A",2471,2646,175,0.026465558,"D","white",1,629.698932831819,500.035055442339,1
"510","200704_040_2",2,"A",2364,2640,276,0.033081947,"D","white",1,491.271983087889,449.795831452205,1
