"","File","syllable","type","min.freq","max.freq","freq.range","duration","location","species","cluster8","1","2","cutree(cluster, 8)"
"511","200704_040_2",3,"B",3246,4439,1193,0.105862231,"D","white",8,1322.54769610087,-1590.84002390261,8
"512","200704_040_2",4,"E",1362,2685,1323,0.162101542,"D","white",3,-822.941544863326,-162.642587716,3
"513","200704_041_5",1,"A",2470,2646,176,0.028119655,"D","white",1,628.39529428834,499.486852198568,1
"514","200704_041_5",2,"A",2485,2644,159,0.03142785,"D","white",1,648.30399419697,510.516070551007,1
"515","200704_041_5",3,"B",3084,3806,722,0.09428355,"D","white",8,1223.43811730229,-791.495735942714,8
"516","200704_041_5",4,"E",1323,2765,1442,0.170372028,"D","white",3,-887.948356653111,-296.269360809356,3
"517","200704_041_5",5,"b",2765,3246,481,0.067817992,"D","white",4,906.731816095368,-180.644592489369,4
"518","200704_041_5",6,"a",1362,2443,1081,0.210070365,"D","white",2,-780.092691983624,176.90412992392,3
"519","200704_041_7",1,"A",2442,2721,279,0.026465558,"D","white",1,578.613813093343,378.905742436864,1
"520","200704_041_7",2,"B",3046,3768,722,0.090975355,"D","white",8,1180.62818756446,-759.010201970886,8
"521","200704_041_7",3,"E",1404,2925,1521,0.180296613,"D","white",3,-810.68346101785,-476.358605333171,3
"522","200704_041_7",4,"b",2526,3125,599,0.072780284,"D","white",4,616.586645509436,-141.891786148612,1
"523","200704_041_7",5,"a",1282,2424,1142,0.190221197,"D","white",2,-881.01960373198,159.706505587939,3
"524","200704_003_1",1,"A",2765,2925,160,0.038044239,"E","white",4,963.568520993421,269.745893482505,1
"525","200704_003_1",2,"P",1883,3086,1203,0.135635984,"E","white",5,-214.747508121164,-439.666077652544,3
"526","200704_003_1",3,"E",1522,2403,881,0.132327789,"E","white",2,-564.428076426938,320.740063489561,2
"527","200704_003_1",4,"A",1924,2243,319,0.028119655,"E","white",6,-12.0355808423859,765.611436011597,6
"528","200704_003_1",5,"B",1721,2460,739,0.097591744,"E","white",2,-315.096515648758,349.856612415623,2
"529","200704_003_1",6,"E",1443,2287,844,0.127365497,"E","white",2,-646.876396108453,440.18994672303,2
"530","200704_003_1",7,"A",2124,2292,168,0.026465558,"E","white",1,240.016108294216,806.500871239406,1
"531","200704_003_1",8,"E",1723,2408,685,0.090975355,"E","white",2,-303.28204654544,423.91347137606,2
"532","200704_003_3",1,"A",2235,2585,350,0.026465558,"E","white",1,332.840994917475,456.24733425556,1
"533","200704_003_3",2,"B",1847,2399,552,0.099245842,"E","white",6,-140.037322365605,504.518432460409,2
"534","200704_003_3",3,"E",1380,2432,1052,0.137290081,"E","white",2,-754.679521448909,202.205732507183,3
"535","200704_003_3",4,"A",1767,1963,196,0.028119655,"E","white",6,-167.129635710268,1072.40751489276,6
"536","200704_003_3",5,"B",1808,2430,622,0.099245842,"E","white",6,-196.368126108939,439.642855249843,2
"537","200704_003_3",6,"E",1381,2314,933,0.133981886,"E","white",2,-732.482639693679,368.318039117637,2
"538","200704_005_2",1,"H",2357,2645,288,0.062028651,"E","white",1,481.261205747176,438.942979685971,1
"539","200704_005_2",2,"B",1842,3087,1245,0.11909501,"E","white",5,-268.373746759897,-463.545491629872,3
"540","200704_005_2",3,"E",1522,2805,1283,0.13150074,"E","white",3,-635.606752221562,-243.300356099255,3
"541","200704_005_2",4,"H",2204,2493,289,0.059547505,"E","white",1,308.717847925969,568.336911829308,1
"542","200704_005_2",5,"B",1723,3086,1363,0.114132718,"E","white",3,-423.329664811272,-527.378580922182,3
"543","200704_005_2",6,"E",1522,2885,1363,0.13150074,"E","white",3,-649.771662833362,-355.547205777721,3
"544","200704_005_2",7,"H",2204,2525,321,0.059547505,"E","white",1,303.051883681249,523.438171957922,1
"545","200704_005_2",8,"B",1723,3166,1443,0.111651572,"E","white",7,-437.494575334056,-639.625430464229,3
"546","200704_005_2",9,"E",1482,2605,1123,0.141425325,"E","white",2,-652.340015413526,15.3886414382471,3
"547","200704_005_4",1,"H",2204,2493,289,0.072780284,"E","white",1,308.717847451212,568.336911101739,1
"548","200704_005_4",2,"B",1765,3244,1479,0.112478621,"E","white",7,-396.552546876567,-726.041576527572,3
"549","200704_005_4",3,"E",1643,2605,962,0.155485152,"E","white",2,-442.454219972232,103.649348269968,2
"550","200704_005_4",4,"H",2165,2604,439,0.079396673,"E","white",1,238.222132858699,391.214483848923,1
"551","200704_005_4",5,"B",1686,3085,1399,0.11909501,"E","white",3,-471.387227519651,-546.259012228551,3
"552","200704_005_4",6,"E",1643,2647,1004,0.145560568,"E","white",2,-449.89079768736,44.7197527344506,2
"553","200704_005_4",7,"H",2122,2525,403,0.079396673,"E","white",1,196.15352727005,478.485512334949,1
"554","200704_005_4",8,"B",1723,3046,1323,0.1257114,"E","white",3,-416.247209920784,-471.255156719573,3
"555","200704_005_4",9,"E",1482,2645,1163,0.162101542,"E","white",3,-659.422471461234,-40.734784537813,3
"556","200704_005_4",10,"K",2805,3286,481,0.059547505,"E","white",4,951.794900451589,-214.839890760886,4
"557","200704_005_4",11,"H",1723,2565,842,0.072780284,"E","white",2,-331.080682968307,203.629029882479,2
"558","200704_005_4",12,"K",2685,2885,200,0.092629452,"E","white",1,866.359895610155,282.013063094545,1
"559","200704_005_4",13,"A",1763,2242,479,0.036390142,"E","white",6,-221.744315702185,678.753813573085,6
"560","200704_005_4",14,"B",1643,2644,1001,0.109170426,"E","white",2,-449.359612233836,48.9290115982089,2
"561","200704_007_3",2,"E",1404,2402,998,0.090975355,"E","white",2,-718.080354688596,257.455179350892,2
"562","200704_007_3",3,"B",2204,2885,681,0.107516329,"E","white",5,239.309784207154,18.327345767388,5
"563","200704_007_3",4,"A",2084,3046,962,0.029773753,"E","white",5,54.3662862939119,-273.353813275008,5
"564","200704_007_3",5,"E",1563,2205,642,0.082704868,"E","white",6,-475.920743032861,621.027348437958,2
"565","200704_007_3",6,"B",2283,2927,644,0.1257114,"E","white",5,334.860645729827,2.70579775893036,5
"566","200704_007_3",7,"A",1721,1804,83,0.029773753,"E","white",6,-198.944246198866,1270.28078350783,6
"567","200704_007_3",8,"E",1359,2402,1043,0.02481146,"E","white",2,-776.744084100882,232.786041111631,3
"568","200704_007_3",9,"B",2324,3126,802,0.081050771,"E","white",5,353.07461003481,-254.031909094897,5
"569","200704_007_4",1,"A",2605,2806,201,0.036390142,"E","white",1,776.05666812623,349.00057801823,1
"570","200704_007_4",2,"E",1362,2885,1523,0.076088479,"E","white",3,-858.353818306905,-443.259707182963,3
"571","200704_007_4",3,"B",2444,3206,762,0.069472089,"E","white",4,495.346317934613,-300.494379797785,5
"572","200704_007_4",4,"F",1562,2768,1206,0.124057302,"E","white",3,-576.909941431157,-169.458061600722,3
"573","200704_007_4",5,"A",2403,2647,244,0.029773753,"E","white",1,540.874454409307,461.354155247392,1
"574","200704_007_4",6,"E",1402,2725,1323,0.074434381,"E","white",3,-777.878457658564,-196.837881622101,3
"575","200704_007_4",7,"B",2645,3086,441,0.076088479,"E","white",4,778.625018926056,-21.9352719261231,4
"576","200704_007_4",8,"A",1362,1884,522,0.02481146,"E","white",6,-681.115372437071,961.22900223817,6
"577","200704_007_4",9,"E",1121,1843,722,0.066163895,"E","white",6,-988.032731908656,886.638550593996,6
"578","200704_007_4",10,"B",2204,2845,641,0.067817992,"E","white",5,246.392240937325,74.450772789329,5
"579","200704_008_1",1,"H",2402,2563,161,0.064509797,"E","white",1,554.443970821326,578.665142347087,1
"580","200704_008_1",2,"B",1643,3286,1643,0.115786815,"E","white",7,-563.033020130911,-851.851957435262,3
"581","200704_008_1",3,"E",1685,2769,1084,0.130673692,"E","white",3,-416.739469502587,-103.43215978806,2
"582","200704_008_1",4,"H",2360,2607,247,0.049622921,"E","white",1,491.90045418527,493.904843423812,1
"583","200704_008_1",5,"B",1643,3406,1763,0.117440913,"E","white",7,-584.280386107956,-1020.22223204391,7
"584","200704_008_2",1,"H",2205,2643,438,0.047968824,"E","white",1,283.462279428391,358.422272471633,1
"585","200704_008_2",2,"B",1641,3326,1685,0.135635984,"E","white",7,-572.722753117217,-909.071789671498,3
"586","200704_008_2",3,"E",1602,2927,1325,0.11909501,"E","white",3,-552.917161728679,-370.620548950849,3
"587","200704_008_2",4,"H",2284,2609,325,0.0628557,"E","white",1,392.469806150964,449.435231839611,1
"588","200704_008_2",5,"B",1562,3486,1924,0.109170426,"E","white",7,-704.040013637963,-1176.87353664643,7
"589","200704_009_8",1,"A",2565,2804,239,0.054585213,"E","white",1,724.265250873337,329.878622146799,1
"590","200704_009_8",2,"D",1522,2363,841,0.051277018,"E","white",2,-557.345618213152,376.863492785157,2
"591","200704_009_8",3,"K",2565,3007,442,0.051277018,"E","white",4,688.321790314583,45.0522412695847,1
"592","200704_009_8",4,"A",2646,2687,41,0.067817992,"E","white",1,850.576149383268,538.44409445278,1
"593","200704_009_8",5,"D",1482,2404,922,0.059547505,"E","white",2,-616.750674563819,297.408855757228,2
"594","200704_009_8",6,"K",2885,3002,117,0.057893408,"E","white",4,1106.37141191362,227.492677914582,4
"595","200704_009_8",7,"C",1363,2925,1562,0.228265436,"E","white",3,-864.132640588376,-498.834937236419,3
"596","200704_009_8",8,"K",2364,2841,477,0.061201602,"E","white",1,455.682644166882,167.775620088976,1
"597","200704_009_9",1,"A",2685,2923,238,0.044660629,"E","white",4,859.631564790543,228.695812134712,1
"598","200704_009_9",2,"L",2442,2568,126,0.049622921,"E","white",1,605.704203807586,593.577841173683,1
"599","200704_009_9",3,"K",3166,3529,363,0.061201602,"E","white",8,1379.38247718161,-357.888358580484,4
"600","200704_009_9",4,"A",2766,3128,362,0.064509797,"E","white",4,928.928697850599,-14.5322858789156,4
"601","200704_009_9",5,"L",1362,2446,1084,0.046314726,"E","white",2,-780.623870256448,172.694882064649,3
"602","200704_009_9",6,"K",3006,3247,241,0.05623931,"E","white",4,1220.73162980465,-49.9307176429942,4
"603","200704_009_9",7,"C",1603,2805,1202,0.234881826,"E","white",3,-530.012038715672,-198.895906404597,3
"604","200704_009_9",8,"K",2524,2926,402,0.059547505,"E","white",4,649.214584162776,136.225846848491,1
"605","200704_010_1",1,"A",2365,2524,159,0.071953235,"E","white",1,513.114740564535,613.10196450157,1
"606","200704_010_1",2,"B",1443,3366,1923,0.11909501,"E","white",7,-837.925627688386,-1073.73943786054,3
"607","200704_010_1",3,"E",1483,2725,1242,0.136463032,"E","white",3,-672.283742669058,-152.433429653788,3
"608","200704_010_1",4,"A",2164,2605,441,0.066990943,"E","white",1,236.741433437001,389.263195757214,1
"609","200704_010_1",5,"B",1481,3206,1725,0.124057302,"E","white",7,-760.057544245692,-828.414018969115,3
"610","200704_010_1",6,"E",1557,2849,1292,0.136463032,"E","white",3,-597.770106291363,-285.849013346388,3
"611","200704_010_1",7,"A",2204,2560,356,0.071953235,"E","white",1,296.854734843502,474.330174541497,1
"612","200704_010_1",8,"B",1404,3283,1879,0.121576156,"E","white",7,-874.071433898922,-978.663254415714,3
"613","200704_012_2",1,"@",2389,2465,76,0.100899939,"E","white",1,554.848684721445,709.040890215671,1
"614","200704_012_2",2,"E",1404,2405,1001,0.120749108,"E","white",2,-718.611539904742,253.245920850918,2
"615","200704_012_2",3,"A",1763,2164,401,0.041352434,"E","white",6,-207.933528033713,788.19449173675,6
"616","200704_012_2",4,"@",2283,2476,193,0.112478621,"E","white",1,414.715329778608,635.49741354885,1
"617","200704_012_3",1,"B",1557,2565,1008,0.115786815,"E","white",2,-547.484672877665,112.627304148992,2
"618","200704_012_3",2,"E",1442,2284,842,0.138944179,"E","white",2,-647.648850860057,443.850999796524,2
"619","200704_012_3",3,"A",1883,1963,80,0.061201602,"E","white",6,-15.9075727375093,1135.99907880149,6
"620","200704_012_3",4,"B",1362,2528,1166,0.127365497,"E","white",2,-795.14290654143,57.6418566878584,3
"621","200704_013_1",1,"A",1764,2482,718,0.034736045,"E","white",2,-262.935408994106,342.561467781458,2
"622","200704_013_1",2,"A",2044,2285,241,0.041352434,"E","white",6,136.964458707853,772.466217541788,6
"623","200704_013_1",3,"B",2003,3086,1083,0.084358966,"E","white",5,-58.31088818529,-373.881696494258,3
"624","200704_013_1",4,"E",1603,2404,801,0.152176957,"E","white",2,-459.010421306792,363.74143215602,2
"625","200704_015_1",1,"@",2364,2605,241,0.076088479,"E","white",1,497.469129937591,498.903825821934,1
"626","200704_015_1",2,"B",1843,3246,1403,0.115786815,"E","white",7,-295.222867998027,-686.087902031106,3
"627","200704_015_1",3,"E",1600,2724,1124,0.129019594,"E","white",3,-519.580978375574,-86.8905747430695,3
"628","200704_015_1",4,"@",2284,2565,281,0.081050771,"E","white",1,400.260506334663,511.170998162358,1
"629","200704_015_1",5,"B",1881,3247,1366,0.114132718,"E","white",7,-245.861666924202,-666.659267753805,3
"630","200704_018_1",1,"A",2449,2643,194,0.029773753,"E","white",1,601.550070210104,492.183842761248,1
"631","200704_018_1",2,"A",2447,2646,199,0.028119655,"E","white",1,598.411609153236,486.878179683602,1
"632","200704_018_1",3,"B",3046,3807,761,0.08766716,"E","white",8,1173.7227937599,-813.730541007247,8
"633","200704_018_1",4,"E",1883,2845,962,0.167063834,"E","white",5,-172.075716030664,-101.522444724144,5
"634","200704_018_1",5,"A",2480,2648,168,0.05623931,"E","white",1,641.077555355535,502.162710938768,1
"635","200704_018_1",6,"a",1763,2529,766,0.178642515,"E","white",2,-272.560937625656,276.068232530218,2
"636","200704_018_2",1,"A",2478,2605,127,0.023157363,"E","white",1,646.083919028,561.398988154218,1
"637","200704_018_2",2,"A",2404,2726,322,0.021503266,"E","white",1,528.190243961012,351.058594797463,1
"638","200704_018_2",3,"B",2927,3728,801,0.102554037,"E","white",8,1032.57766284289,-768.122952954406,8
"639","200704_020_1",1,"A",2184,2682,498,0.026465558,"E","white",1,249.180478109785,292.189668226365,1
"640","200704_020_1",2,"B",2767,3608,841,0.08766716,"E","white",8,845.242871833107,-687.46518207013,4
"641","200704_020_1",3,"E",1686,3083,1397,0.168717931,"E","white",3,-471.033106534695,-543.452843714975,3
"642","200704_020_1",4,"A",2204,2484,280,0.028119655,"E","white",1,310.311401497345,580.964684146113,1
"643","200704_020_1",5,"B",2765,3246,481,0.092629452,"E","white",4,906.7318152052,-180.644593853562,4
"644","200704_020_3",1,"A",2405,2645,240,0.021503266,"E","white",1,543.835854439596,465.256733249734,1
"645","200704_020_3",2,"B",2961,3366,405,0.097591744,"E","white",4,1140.99759199991,-241.567050690474,4
"646","200704_020_3",3,"E",1682,3128,1446,0.190221197,"E","white",7,-484.215423461852,-608.78451045271,3
"647","200704_020_3",4,"A",2205,2449,244,0.023157363,"E","white",1,317.812188552176,630.620884306104,1
"648","200704_020_3",5,"B",2725,3446,721,0.099245842,"E","white",4,819.173999072923,-483.189844526495,4
"649","200704_020_10",1,"A",2284,2725,441,0.026465558,"E","white",1,371.930687069435,286.677301806651,1
"650","200704_020_10",2,"B",2887,3525,638,0.092629452,"E","white",8,1016.37558451101,-505.224697462607,4
"651","200704_020_10",3,"E",1683,3202,1519,0.173680223,"E","white",7,-496.014326700187,-712.064642343005,3
"652","200704_020_10",4,"A",2084,2681,597,0.023157363,"E","white",1,118.993691197629,238.772438746776,5
"653","200704_020_10",5,"B",2845,3447,602,0.090975355,"E","white",4,975.43355608319,-418.808551353791,4
"654","200704_020_10",6,"E",1680,3048,1368,0.186913002,"E","white",3,-472.657789699633,-497.634066898002,3
"655","200705_002_1",3,"H",2125,2564,439,0.05623931,"F","black",1,193.159049630027,425.409783848418,1
"656","200705_002_1",4,"E",1803,2525,722,0.089321258,"F","black",2,-219.707149525059,303.608706038219,2
"657","200705_002_1",5,"G",2805,3287,482,0.100899939,"F","black",4,951.617837585326,-216.242978655522,4
"658","200705_002_1",6,"A",2242,2843,601,0.029773753,"F","black",1,296.284627464674,98.088665930388,5
"659","200705_002_1",7,"D",1843,2729,886,0.057893408,"F","black",2,-203.682131092205,39.3073671990942,5
"660","200705_002_1",8,"A",2396,2415,19,0.079396673,"F","black",1,572.827224014245,783.032594516785,1
"661","200705_002_1",9,"G",2726,3088,362,0.097591744,"F","black",4,883.865612604209,19.663011028409,4
"662","200705_002_6",1,"A",2605,2961,356,0.02481146,"F","black",4,748.612154231279,131.522307402826,1
"663","200705_002_6",2,"E",1644,2645,1001,0.117440913,"F","black",2,-448.233035429071,48.0741286753217,2
"664","200705_002_6",3,"G",2647,3366,719,0.099245842,"F","black",4,731.655107922199,-413.70284076835,4
"665","200705_002_6",4,"A",2571,2758,187,0.02481146,"F","black",1,740.231906448135,397.709781265895,1
"666","200705_002_6",5,"C",1602,2484,882,0.122403205,"F","black",2,-474.478969334524,250.946380961761,2
"667","200705_002_6",6,"G",2565,3167,602,0.097591744,"F","black",4,659.991967429333,-179.441460633839,4
"668","200705_003_8",1,"A",1962,2247,285,0.023157363,"F","black",6,36.7944362021853,780.830813607849,6
"669","200705_003_8",2,"A",2004,2403,399,0.033081947,"F","black",6,63.9256764867737,584.973988607798,1
"670","200705_003_8",3,"E",1524,2442,918,0.110824523,"F","black",2,-568.72619261044,267.116131759259,2
"671","200705_003_8",4,"G",2807,3485,678,0.092629452,"F","black",8,919.166961086114,-492.957524849344,4
"672","200705_003_8",5,"A",2164,2766,602,0.034736045,"F","black",1,208.234551987973,163.366412552752,5
"673","200705_003_8",6,"D",1922,2840,918,0.052931116,"F","black",5,-120.348504141385,-73.1270873837936,5
"674","200705_003_8",7,"C",1562,2565,1003,0.1257114,"F","black",2,-540.966480813058,115.368319367438,2
"675","200705_003_8",8,"G",2568,3086,518,0.095937647,"F","black",4,678.24485493553,-64.146915784973,1
"676","200705_003_9",1,"A",2125,2882,757,0.026465558,"F","black",5,136.853531016324,-20.7714419864518,5
"677","200705_003_9",2,"D",1685,2523,838,0.061201602,"F","black",2,-373.182366878827,241.726906792961,2
"678","200705_003_9",3,"j",2366,3204,838,0.130673692,"F","black",5,394.016636741633,-340.448057841152,5
"679","200705_003_9",4,"F",1563,3205,1642,0.186913002,"F","black",7,-652.982129419078,-782.05827827247,3
"680","200705_003_9",5,"K",2685,2927,242,0.0628557,"F","black",4,858.923318607162,223.083468650381,1
"681","200705_003_9",6,"D",1723,2598,875,0.059547505,"F","black",2,-336.923708120917,157.327205117681,2
"682","200705_003_9",7,"j",2284,3286,1002,0.138944179,"F","black",5,272.599247368751,-500.453737747929,5
"683","200705_004_9",1,"D",1645,2564,919,0.059547505,"F","black",2,-432.587422873427,162.272270310709,2
"684","200705_004_9",2,"D",1643,2324,681,0.061201602,"F","black",2,-392.69996806564,497.916412949511,2
"685","200705_004_9",3,"j",2404,3326,922,0.107516329,"F","black",5,421.953411286589,-490.79278252023,5
"686","200705_004_9",4,"F",1567,3249,1682,0.170372028,"F","black",7,-655.558275725581,-841.601232074866,3
"687","200705_004_9",5,"K",2602,2885,283,0.051277018,"F","black",1,758.157902910572,236.512203683756,1
"688","200705_004_9",6,"K",2685,2888,203,0.057893408,"F","black",1,865.82871270845,277.803808141472,1
"689","200705_004_9",7,"D",1763,2244,481,0.061201602,"F","black",6,-222.098439357649,675.94764096693,6
"690","200705_004_9",8,"j",2125,3166,1041,0.109170426,"F","black",5,86.5680953772014,-419.247762892313,5
"691","200705_004_13",1,"D",1562,2365,803,0.057893408,"F","black",2,-505.554201850428,395.985447292395,2
"692","200705_004_13",2,"D",1569,2404,835,0.061201602,"F","black",2,-503.334126503425,345.102529962023,2
"693","200705_004_13",3,"j",2324,3128,804,0.120749108,"F","black",5,352.720485845244,-256.838082519566,5
"694","200705_004_13",4,"F",1561,3125,1564,0.170372028,"F","black",7,-641.4244951821,-670.907833990193,3
"695","200705_004_13",5,"K",2605,2887,282,0.051277018,"F","black",1,761.714695597681,235.350641900268,1
"696","200705_004_13",6,"D",1442,2364,922,0.05623931,"F","black",2,-661.813758504626,331.604154665368,2
"697","200705_004_13",7,"j",2203,3125,922,0.107516329,"F","black",5,195.511413887618,-318.961406420834,5
"698","200705_006_1",1,"A",2205,2564,359,0.023157363,"F","black",1,297.450129547714,469.266037893311,1
"699","200705_006_1",2,"D",1723,2525,802,0.067817992,"F","black",2,-323.998227484373,259.75245499455,2
"700","200705_006_1",3,"j",2323,3246,923,0.109170426,"F","black",5,330.523604624116,-422.950388311505,5
"701","200705_006_1",4,"F",1641,3168,1527,0.178642515,"F","black",7,-544.747056201872,-687.384263921129,3
"702","200705_006_1",5,"K",2767,2966,199,0.051277018,"F","black",4,958.916280798387,213.315788600371,1
"703","200705_006_1",6,"D",1366,2445,1079,0.069472089,"F","black",2,-775.232255768085,176.290779023681,3
"704","200705_006_1",7,"j",2163,3247,1084,0.109170426,"F","black",5,121.764385779881,-512.065978384425,5
"705","200705_006_2",1,"D",1442,2605,1163,0.061201602,"F","black",2,-704.485551900708,-6.53948026384804,3
"706","200705_006_2",2,"D",1525,2562,1037,0.064509797,"F","black",2,-588.669918382357,99.294062940878,2
"707","200705_006_2",3,"j",2245,3206,961,0.117440913,"F","black",5,235.922257870769,-409.586809847323,5
"708","200705_006_2",4,"F",1603,3247,1644,0.178642515,"F","black",7,-608.273167828152,-819.059747785949,3
"709","200705_006_2",5,"K",2685,2968,283,0.047968824,"F","black",4,851.663802452716,165.556959008683,1
"710","200705_006_2",6,"j",2164,3167,1003,0.114132718,"F","black",5,137.232934697782,-399.270925825973,5
"711","200705_007_3",1,"A",2401,2649,248,0.023157363,"F","black",1,537.91305491312,457.451578063566,1
"712","200705_007_3",2,"E",1682,2523,841,0.117440913,"F","black",2,-377.093284348949,240.082294242317,2
"713","200705_007_3",3,"G",2802,3286,484,0.104208134,"F","black",4,947.883983396879,-216.484502674907,4
"714","200705_007_3",4,"A",2162,2325,163,0.02481146,"F","black",1,283.71134512332,781.030765645322,1
"715","200705_007_3",5,"D",1963,2484,521,0.05623931,"F","black",6,-3.86547418803087,448.847722769295,2
"716","200705_007_3",6,"C",1522,2605,1083,0.124057302,"F","black",2,-600.194475425011,37.3167685061665,3
"717","200705_007_3",7,"G",2631,3207,576,0.099245842,"F","black",4,738.949652016994,-199.383477477593,4
"718","200705_007_4",1,"A",2440,2805,365,0.02481146,"F","black",1,561.133380042028,259.950144059772,1
"719","200705_007_4",2,"E",1683,2439,756,0.117440913,"F","black",2,-360.916489722424,358.489689557531,2
"720","200705_007_4",3,"G",2645,3206,561,0.102554037,"F","black",4,757.377652058841,-190.30554789896,4
"721","200705_007_4",4,"A",2364,2565,201,0.023157363,"F","black",1,504.551587142519,555.027253571444,1
"722","200705_007_4",5,"D",1805,2603,798,0.049622921,"F","black",2,-230.910658979024,195.264436090073,2
"723","200705_007_4",6,"C",1601,2565,964,0.127365497,"F","black",2,-490.124579991141,136.748242236652,2
"724","200705_007_4",7,"G",2562,3048,486,0.090975355,"F","black",4,677.15135674936,-14.1188808318107,1
"725","200705_008_2",1,"A",1925,2603,678,0.032581883,"F","black",2,-74.4740402714452,261.048815365983,2
"726","200705_008_2",2,"E",1843,2567,724,0.088162743,"F","black",2,-174.998188189293,266.607236133707,2
"727","200705_008_2",3,"B",2766,3325,559,0.097745649,"F","black",4,894.047604276627,-290.940155039523,4
"728","200705_008_2",4,"A",2164,2650,486,0.030665302,"F","black",1,228.773672521131,326.124344810346,1
"729","200705_008_2",5,"k",2163,3366,1203,0.074746673,"F","black",5,100.694082479861,-679.033165388442,3
"730","200705_008_2",6,"D",1885,2523,638,0.097745649,"F","black",2,-112.454671362945,351.367535348607,2
"731","200705_008_2",7,"B",2404,3126,722,0.091995905,"F","black",4,457.365688372922,-210.175657470717,5
"732","200705_008_4",1,"A",1965,2723,758,0.026832139,"F","black",5,-43.5758666174631,114.606667277404,5
"733","200705_008_4",2,"E",1561,2565,1004,0.086246161,"F","black",2,-542.270117881284,114.820118384505,2
"734","200705_008_4",3,"B",2606,3244,638,0.091995905,"F","black",4,699.807419015772,-265.002723875881,4
"735","200705_008_4",4,"A",2043,2725,682,0.036415046,"F","black",5,57.7538120359568,154.560341428872,5
"736","200705_008_4",5,"k",1920,3246,1326,0.07091351,"F","black",5,-194.842703109702,-643.87625679637,3
"737","200705_008_4",6,"E",1602,2364,762,0.097745649,"F","black",2,-453.231602532176,419.316656835191,2
"738","200705_008_4",7,"B",2486,3203,717,0.095829068,"F","black",4,550.630317470604,-273.260591965377,5
"739","200705_012_1",1,"A",2325,2564,239,0.032581883,"F","black",1,453.886747305778,535.050415714082,1
"740","200705_012_1",2,"D",1843,2364,521,0.065163766,"F","black",6,-139.054726686707,551.433618457352,2
"741","200705_012_1",3,"j",2360,3246,886,0.1130783,"F","black",5,378.758228396904,-402.666871871858,5
"742","200705_012_1",4,"F",1681,3167,1486,0.172492322,"F","black",7,-492.424455233175,-664.053051849012,3
"743","200705_012_1",5,"K",2525,2886,361,0.055580859,"F","black",1,657.600678095124,192.897475058644,1
"744","200705_012_1",6,"D",1884,2163,279,0.067080348,"F","black",6,-50.0162109937889,855.930157434928,6
"745","200705_012_1",7,"j",2124,3088,964,0.120744626,"F","black",5,99.0752443243201,-310.355288245011,5
"746","200705_012_2",1,"A",2325,2524,199,0.026832139,"F","black",1,460.969202817963,591.173840869449,1
"747","200705_012_2",2,"D",1683,2565,882,0.068996929,"F","black",2,-383.226222197967,181.700903977512,2
"748","200705_012_2",3,"j",2204,3286,1082,0.114994882,"F","black",5,168.308169497194,-544.309988657109,5
"749","200705_012_2",4,"F",1603,3085,1482,0.162909416,"F","black",3,-579.589223274794,-591.759876322014,3
"750","200705_012_2",5,"K",2525,2888,363,0.047914534,"F","black",1,657.246555604877,190.091304238195,1
"751","200705_012_2",6,"D",1644,2243,599,0.063247185,"F","black",6,-377.054357660448,612.114551289311,2
"752","200705_012_2",7,"j",2240,2967,727,0.116911463,"F","black",5,271.721735921843,-76.9903621679196,5
"753","200705_017_1",1,"A",2244,2725,481,0.026465558,"F","black",1,319.785147704038,264.749175693666,1
"754","200705_017_1",2,"H",2400,2557,157,0.05623931,"F","black",1,552.899062445663,585.987250222053,1
"755","200705_017_1",3,"E",1724,2483,759,0.11909501,"F","black",2,-315.258012768726,319.230251409238,2
"756","200705_017_1",4,"G",2885,3446,561,0.097591744,"F","black",8,1027.75615659386,-395.477339983611,4
"757","200705_017_1",5,"A",2164,2725,561,0.029773753,"F","black",1,215.494068854555,220.892923285804,5
"758","200705_017_1",6,"k",1885,2729,844,0.049622921,"F","black",2,-148.929314461815,62.3319000724589,5
"759","200705_017_1",7,"C",1442,2524,1082,0.129019594,"F","black",2,-690.143582339391,107.110451306805,3
"760","200705_017_1",8,"G",2925,3368,443,0.107516329,"F","black",4,1093.71248344969,-264.108535979798,4
"761","200705_017_2",1,"A",2166,3004,838,0.028119655,"F","black",5,168.701220123516,-169.471558571249,5
"762","200705_017_2",2,"H",2085,2484,399,0.054585213,"F","black",1,155.178420935775,515.728507504844,1
"763","200705_017_2",3,"C",1763,2439,676,0.114132718,"F","black",2,-256.62541087294,402.345941965392,2
"764","200705_017_2",4,"G",2966,3365,399,0.09428355,"F","black",4,1147.69284592192,-237.422949123478,4
"765","200705_017_2",5,"A",1963,2804,841,0.038044239,"F","black",5,-60.5251159824412,-0.139674944159187,5
"766","200705_017_2",6,"k",1961,3003,1042,0.05623931,"F","black",5,-98.367608750355,-280.450120825399,5
"767","200705_017_2",7,"C",1480,2447,967,0.127365497,"F","black",2,-626.971593419061,235.97976402061,2
"768","200705_031_11",1,"I",2565,3046,481,0.145560568,"F","black",4,681.416393008687,-9.66810313259919,1
"769","200705_031_11",2,"G",2924,3566,642,0.082704868,"F","black",8,1057.35069209152,-542.467690722632,4
"770","200705_031_11",3,"E",1722,3163,1441,0.155485152,"F","black",7,-438.26703124288,-635.964379164184,3
"771","200705_031_11",4,"G",3007,3488,481,0.086013063,"F","black",8,1179.36347400253,-387.526150783578,4
